"Accepted Symbol","Synonym Symbol","Scientific Name","Duration","Active Growth Period","Foliage Color","pH (Minimum)","pH (Maximum)","Precipitation (Minimum)","Precipitation (Maximum)","Shade Tolerance","Temperature, Minimum (°F)"
"ORNU","","Ornithogalum nutans","Perennial","","","","","","","",""
"ORUM","","Ornithogalum umbellatum","Perennial","","","","","","","",""
"OROBA","","Orobanche","","","","","","","","",""
"ORMI","","Orobanche minor","Annual","","","","","","","",""
"ORUN","","Orobanche uniflora","Annual","","","","","","","",""
"ORONT","","Orontium","","","","","","","","",""
"ORAQ","","Orontium aquaticum","Perennial","","","","","","","",""
"ORTHI","","Orthilia","","","","","","","","",""
"ORSE","","Orthilia secunda","Perennial","","","","","","","",""
"ORTHO","","Orthocarpus","","","","","","","","",""
"ORBR","","Orthocarpus bracteosus","Annual","","","","","","","",""
"ORYZO","","Oryzopsis","","","","","","","","",""
"ORAS","","Oryzopsis asperifolia","Perennial","","","","","","","",""
"OSMOR","","Osmorhiza","","","","","","","","",""
"OSCL","","Osmorhiza claytonii","Perennial","","","","","","","",""
"OSLO","","Osmorhiza longistylis","Perennial","","","","","","","",""
"OSMUN","","Osmunda","","","","","","","","",""
"OSCI","","Osmunda cinnamomea","Perennial","Spring and Fall","Green","4.5","7.0","40","60","Tolerant","-33"
"OSCIC","","Osmunda cinnamomea var. cinnamomea","Perennial","","","","","","","",""
"OSCIG","","Osmunda cinnamomea var. glandulosa","Perennial","","","","","","","",""
"OSCL2","","Osmunda claytoniana","Perennial","Spring, Summer, Fall","Dark Green","4.0","6.0","32","55","Tolerant","-38"
"OSRE","","Osmunda regalis","Perennial","Spring, Summer, Fall","Dark Green","4.0","6.0","32","55","Tolerant","-38"
"OSRES","","Osmunda regalis var. spectabilis","Perennial","Spring","Green","4.3","5.2","35","60","Tolerant","-33"
"OSTRY","","Ostrya","","","","","","","","",""
"OSVI","","Ostrya virginiana","Perennial","Spring and Summer","Green","4.2","7.6","18","60","Tolerant","-38"
"OXALI","","Oxalis","","","","","","","","",""
"OXCO","","Oxalis corniculata","Annual, Perennial","","","","","","","",""
"OXDI2","","Oxalis dillenii","Perennial","","","","","","","",""
"OXGR","","Oxalis grandis","Annual","","","","","","","",""
"OXMO","","Oxalis montana","Perennial","","","","","","","",""
"OXST","","Oxalis stricta","Perennial","","","","","","","",""
"OXVI","","Oxalis violacea","Perennial","","","","","","","",""
"OXYDE","","Oxydendrum","","","","","","","","",""
"OXAR","","Oxydendrum arboreum","Perennial","Spring and Summer","Green","4.0","6.5","30","40","Tolerant","-13"
"OXYPO","","Oxypolis","","","","","","","","",""
"OXCA2","","Oxypolis canbyi","Perennial","","","","","","","",""
"OXRI","","Oxypolis rigidior","Perennial","","","","","","","",""
"PACHY3","","Pachysandra","","","","","","","","",""
"PATE11","","Pachysandra terminalis","Perennial","Spring and Summer","Dark Green","5.5","7.5","36","60","Tolerant","-28"
"PACKE","","Packera","","","","","","","","",""
"PAAN6","","Packera anonyma","Perennial","","","","","","","",""
"PAAN7","","Packera antennariifolia","Perennial","","","","","","","",""
"PAAU3","","Packera aurea","Perennial","Spring","Green","4.5","8.5","15","55","Tolerant","-43"
"PAGL17","","Packera glabella","Annual","Spring","Green","4.0","7.5","30","50","Intolerant","32"
"PAOB6","","Packera obovata","Perennial","","","","","","","",""
"PAPA20","","Packera paupercula","Perennial","","","","","","","",""
"PATO4","","Packera tomentosa","Perennial","","","","","","","",""
"PANAX","","Panax","","","","","","","","",""
"PAQU","","Panax quinquefolius","Perennial","","","","","","","",""
"PATR2","","Panax trifolius","Perennial","","","","","","","",""
"PANIC","","Panicum","","","","","","","","",""
"PAAM2","","Panicum amarum","Perennial","Summer","Green","5.0","7.5","18","60","Intolerant","-18"
"PAAMA2","","Panicum amarum var. amarulum","Perennial","","","","","","","",""
"PAAMA3","","Panicum amarum var. amarum","Perennial","","","","","","","",""
"PAAN","","Panicum anceps","Perennial","","","","","","","",""
"PACA6","","Panicum capillare","Annual","","","","","","","",""
"PADI","","Panicum dichotomiflorum","Annual","Summer and Fall","Green","4.8","7.0","20","65","Intolerant","-43"
"PADID","","Panicum dichotomiflorum var. dichotomiflorum","Annual","","","","","","","",""
"PAFL2","","Panicum flexile","Annual","","","","","","","",""
"PAGA","","Panicum gattingeri","Annual","","","","","","","",""
"PAHE2","","Panicum hemitomon","Perennial","","","","","","","",""
"PAMI2","","Panicum miliaceum","Annual","Summer","Green","5.8","6.8","25","50","Intolerant","47"
"PAMIM","","Panicum miliaceum ssp. miliaceum","Annual","","","","","","","",""
"PAPA35","","Panicum paludosum","Perennial","","","","","","","",""
"PAPH","","Panicum philadelphicum","Annual","","","","","","","",""
"PAPS12","","Panicum psilopodium","Annual","","","","","","","",""
"PARI4","","Panicum rigidulum","Perennial","Summer","Green","5.0","7.5","32","64","Intolerant","-33"
"PARIC","","Panicum rigidulum var. combsii","Perennial","","","","","","","",""
"PARIE2","","Panicum rigidulum var. elongatum","Perennial","","","","","","","",""
"PARIP","","Panicum rigidulum var. pubescens","Perennial","","","","","","","",""
"PARIR","","Panicum rigidulum var. rigidulum","Perennial","","","","","","","",""
"PAVE2","","Panicum verrucosum","Annual","","","","","","","",""
"PAVI2","","Panicum virgatum","Perennial","Summer","Green","4.5","8.0","12","60","Intolerant","-43"
"PAVIS","","Panicum virgatum var. spissum","Perennial","","","","","","","",""
"PAVIV","","Panicum virgatum var. virgatum","Perennial","","","","","","","",""
"PAPAV","","Papaver","","","","","","","","",""
"PAAR3","","Papaver argemone","Annual","","","","","","","",""
"PADU","","Papaver dubium","Annual","","","","","","","",""
"PANU3","","Papaver nudicaule","Perennial","","","","","","","",""
"PANUA","","Papaver nudicaule ssp. americanum","Perennial","","","","","","","",""
"PAOR5","","Papaver orientale","Perennial","","","","","","","",""
"PARH2","","Papaver rhoeas","Annual","","","","","","","",""
"PASO2","","Papaver somniferum","Annual","","","","","","","",""
"PARAP","","Parapholis","","","","","","","","",""
"PAIN","","Parapholis incurva","Annual","","","","","","","",""
"PARIE","","Parietaria","","","","","","","","",""
"PAFL3","","Parietaria floridana","Annual","","","","","","","",""
"PAPE5","","Parietaria pensylvanica","Annual","","","","","","","",""
"PARNA","","Parnassia","","","","","","","","",""
"PAAS2","","Parnassia asarifolia","Perennial","","","","","","","",""
"PARON","","Paronychia","","","","","","","","",""
"PAAR4","","Paronychia argyrocoma","Perennial","","","","","","","",""
"PACA11","","Paronychia canadensis","Annual","","","","","","","",""
"PAFA3","","Paronychia fastigiata","Annual","","","","","","","",""
"PAFAF","","Paronychia fastigiata var. fastigiata","Annual","","","","","","","",""
"PAFAP","","Paronychia fastigiata var. paleacea","Annual","","","","","","","",""
"PAMO7","","Paronychia montana","Annual","","","","","","","",""
"PAVI4","","Paronychia virginica","Perennial","","","","","","","",""
"PARTH2","","Parthenium","","","","","","","","",""
"PAAU7","","Parthenium auriculatum","Perennial","","","","","","","",""
"PAHY","","Parthenium hysterophorus","Annual","","","","","","","",""
"PAIN3","","Parthenium integrifolium","Perennial","","","","","","","",""
"PAINI","","Parthenium integrifolium var. integrifolium","Perennial","","","","","","","",""
"PARTH3","","Parthenocissus","","","","","","","","",""
"PAQU2","","Parthenocissus quinquefolia","Perennial","Spring and Summer","Green","5.0","7.5","32","60","Intermediate","-28"
"PATR6","","Parthenocissus tricuspidata","Perennial","Spring and Summer","Dark Green","5.0","6.5","35","60","Tolerant","-28"
"PASPA2","","Paspalum","","","","","","","","",""
"PABO3","","Paspalum boscianum","Annual","","","","","","","",""
"PACO15","","Paspalum convexum","Annual","","","","","","","",""
"PADI3","","Paspalum dilatatum","Perennial","Spring","Green","4.9","6.5","35","60","Intermediate","-3"
"PADI5","","Paspalum dissectum","Perennial","","","","","","","",""
"PADI6","","Paspalum distichum","Perennial","Spring, Summer, Fall","Green","4.9","8.9","30","64","Intolerant","-13"
"PAFL4","","Paspalum floridanum","Perennial","","","","","","","",""
"PAFL5","","Paspalum fluitans","Annual","Spring and Summer","Gray-Green","6.0","8.6","40","64","Intermediate","-23"
"PALA10","","Paspalum laeve","Perennial","Spring and Summer","Green","4.5","7.5","38","59","Intermediate","-13"
"PAPU5","","Paspalum pubiflorum","Perennial","","","","","","","",""
"PASC6","","Paspalum scrobiculatum","Annual, Perennial","","","","","","","",""
"PASE5","","Paspalum setaceum","Perennial","","","","","","","",""
"PASSI","","Passiflora","","","","","","","","",""
"PAFO2","","Passiflora foetida","Annual","","","","","","","",""
"PAFOI","","Passiflora foetida var. isthmia","Annual","","","","","","","",""
"PAIN6","","Passiflora incarnata","Perennial","","","","","","","",""
"PALU2","","Passiflora lutea","Perennial","Spring","Green","4.5","8.0","38","60","Tolerant","-23"
"PASTI","","Pastinaca","","","","","","","","",""
"PASA2","","Pastinaca sativa","Biennial, Perennial","","","","","","","",""
"PATIS","","Patis","Perennial","","","","","","","",""
"PARA2","","Patis racemosa","Perennial","","","","","","","",""
"PAULO","","Paulownia","","","","","","","","",""
"PATO2","","Paulownia tomentosa","Perennial","Spring and Summer","Green","4.5","7.5","30","55","Intolerant","-8"
"PAXIS","","Paxistima","","","","","","","","",""
"PACA","","Paxistima canbyi","Perennial","","","","","","","",""
"PEDIC","","Pedicularis","","","","","","","","",""
"PECA","","Pedicularis canadensis","Perennial","Spring and Summer","Gray-Green","4.0","7.0","34","60","Tolerant","-43"
"PECAC3","","Pedicularis canadensis ssp. canadensis","Perennial","","","","","","","",""
"PELA2","","Pedicularis lanceolata","Perennial","","","","","","","",""
"PELLA","","Pellaea","","","","","","","","",""
"PEAT2","","Pellaea atropurpurea","Perennial","","","","","","","",""
"PEGL","","Pellaea glabella","Perennial","","","","","","","",""
"PEGLG","","Pellaea glabella ssp. glabella","Perennial","","","","","","","",""
"PELTA","","Peltandra","","","","","","","","",""
"PEVI","","Peltandra virginica","Perennial","Spring","Green","5.0","8.8","35","60","Intermediate","-23"
"PENNI","","Pennisetum","","","","","","","","",""
"PEGL2","","Pennisetum glaucum","Annual, Perennial","Summer","Green","5.5","6.8","30","50","Intolerant","-35"
"PENST","","Penstemon","","","","","","","","",""
"PECA7","","Penstemon calycosus","Perennial","","","","","","","",""
"PECA8","","Penstemon canescens","Perennial","","","","","","","",""
"PEDI","","Penstemon digitalis","Perennial","Spring and Summer","Red","5.5","7.0","30","55","Tolerant","-38"
"PEHI","","Penstemon hirsutus","Perennial","","","","","","","",""
"PELA8","","Penstemon laevigatus","Perennial","","","","","","","",""
"PEPA7","","Penstemon pallidus","Perennial","","","","","","","",""
"PENTH","","Penthorum","","","","","","","","",""
"PESE6","","Penthorum sedoides","Perennial","Spring","Green","5.0","7.0","30","50","Intermediate","-28"
"PERIL","","Perilla","","","","","","","","",""
"PEFR4","","Perilla frutescens","Annual","","","","","","","",""
"PEFRF2","","Perilla frutescens var. frutescens","Annual","","","","","","","",""
"PERSE","","Persea","","","","","","","","",""
"PEPA37","","Persea palustris","Perennial","Spring and Summer","Green","5.0","7.0","35","60","Intermediate","12"
"PETRO","","Petrorhagia","","","","","","","","",""
"PEPR4","","Petrorhagia prolifera","Annual","","","","","","","",""
"PETRO6","","Petroselinum","","","","","","","","",""
"PECR2","","Petroselinum crispum","Annual, Biennial","","","","","","","",""
"PETUN","","Petunia","","","","","","","","",""
"PEAX","","Petunia axillaris","Annual","","","","","","","",""
"PHACE","","Phacelia","","","","","","","","",""
"PHBI2","","Phacelia bipinnatifida","Biennial","","","","","","","",""
"PHCO30","","Phacelia covillei","Annual","","","","","","","",""
"PHDU","","Phacelia dubia","Annual","","","","","","","",""
"PHDUD","","Phacelia dubia var. dubia","Annual","","","","","","","",""
"PHPU3","","Phacelia purshii","Annual","","","","","","","",""
"PHALA2","","Phalaris","","","","","","","","",""
"PHAR3","","Phalaris arundinacea","Perennial","Spring, Summer, Fall","Green","5.5","8.0","30","65","Intolerant","-38"
"PHCA5","","Phalaris canariensis","Annual","","","","","","","",""
"PHCA6","","Phalaris caroliniana","Annual","","","","","","","",""
"PHPA5","","Phalaris paradoxa","Annual","","","","","","","",""
"PHASE","","Phaseolus","","","","","","","","",""
"PHPO2","","Phaseolus polystachios","Perennial","","","","","","","",""
"PHPOP","","Phaseolus polystachios var. polystachios","Perennial","","","","","","","",""
"PHEGO","","Phegopteris","","","","","","","","",""
"PHCO24","","Phegopteris connectilis","Perennial","","","","","","","",""
"PHHE11","","Phegopteris hexagonoptera","Perennial","","","","","","","",""
"PHEME","","Phemeranthus","","","","","","","","",""
"PHTE18","","Phemeranthus teretifolius","Perennial","","","","","","","",""
"PHILA","","Philadelphus","","","","","","","","",""
"PHCO7","","Philadelphus coronarius","Perennial","Spring and Summer","Green","5.3","7.5","35","50","Intolerant","-18"
"PHHI2","","Philadelphus hirsutus","Perennial","","","","","","","",""
"PHIN5","","Philadelphus inodorus","Perennial","","","","","","","",""
"PHPU4","","Philadelphus pubescens","Perennial","","","","","","","",""
"PHPUI2","","Philadelphus pubescens var. intectus","Perennial","","","","","","","",""
"PHLEU","","Phleum","","","","","","","","",""
"PHPR3","","Phleum pratense","Perennial","Spring and Summer","Green","5.0","7.8","30","65","Intermediate","-43"
"PHSU2","","Phleum subulatum","Annual","","","","","","","",""
"PHLOX","","Phlox","","","","","","","","",""
"PHCA19","","Phlox carolina","Perennial","","","","","","","",""
"PHCAC3","","Phlox carolina ssp. carolina","Perennial","","","","","","","",""
"PHDI5","","Phlox divaricata","Perennial","Spring and Summer","Green","5.5","7.2","32","60","Intermediate","-33"
"PHDID3","","Phlox divaricata ssp. divaricata","Perennial","","","","","","","",""
"PHDIL6","","Phlox divaricata ssp. laphamii","Perennial","","","","","","","",""
"PHDR","","Phlox drummondii","Annual","","","","","","","",""
"PHDRD","","Phlox drummondii ssp. drummondii","Annual","","","","","","","",""
"PHGL4","","Phlox glaberrima","Perennial","Spring and Summer","Green","5.8","7.0","32","50","Intermediate","-28"
"PHGLT","","Phlox glaberrima ssp. triflora","Perennial","","","","","","","",""
"PHLA13","","Phlox latifolia","Perennial","","","","","","","",""
"PHMA4","","Phlox maculata","Perennial","","","","","","","",""
"PHMAM","","Phlox maculata ssp. maculata","Perennial","Spring, Summer, Fall","Green","5.9","6.8","30","55","Intolerant","-18"
"PHMAP3","","Phlox maculata ssp. pyramidalis","Perennial","","","","","","","",""
"PHPA9","","Phlox paniculata","Perennial","","","","","","","",""
"PHPI","","Phlox pilosa","Perennial","","","","","","","",""
"PHPIP2","","Phlox pilosa ssp. pilosa","Perennial","","","","","","","",""
"PHST3","","Phlox stolonifera","Perennial","","","","","","","",""
"PHSU3","","Phlox subulata","Perennial","Spring, Summer, Fall","Green","5.7","7.5","34","60","Intermediate","-28"
"PHSUB2","","Phlox subulata ssp. brittonii","Perennial","","","","","","","",""
"PHSUS2","","Phlox subulata ssp. subulata","Perennial","","","","","","","",""
